flight_id,origin,scheduled_arrival,actual_arrival,airline,status,aircraft_type,departure_delay,arrival_delay,route_distance
UAL635-1746684917-airline-1456p,Bradley Intl,2025-05-10T11:16:00Z,2025-05-10T11:14:54Z,UAL,Arrived / Gate Arrival,B737 ,-240,-420,325
RPA3430-1746681658-airline-768p,John Glenn Columbus Intl Airport,2025-05-10T11:22:00Z,2025-05-10T11:14:48Z,RPA,Arrived / Gate Arrival,E75L ,-300,-300,299
GJS4401-1746682686-airline-1211p,Syracuse Hancock Intl,2025-05-10T11:22:00Z,2025-05-10T11:13:25Z,GJS,Arrived / Gate Arrival,CRJ7 ,-600,-780,297
UPS1220-1746818452-sw-2111p,Muhammad Ali Intl,2025-05-10T11:16:00Z,2025-05-10T11:12:47Z,UPS,Arrived,MD11 ,-1020,-193,451
ASH6102-1746682686-airline-1225p,LaGuardia,2025-05-10T11:06:00Z,2025-05-10T11:12:03Z,ASH,Arrived / Gate Arrival,E75L ,60,-480,229
UAL1849-1746604874-airline-2211p,San Francisco Int'l,2025-05-10T11:14:00Z,2025-05-10T11:11:07Z,UAL,Arrived / Gate Arrival,B753 ,-360,180,2415
GJS4503-1746679681-airline-66p,Richmond Intl,2025-05-10T11:21:00Z,2025-05-10T11:10:00Z,GJS,Arrived / Gate Arrival,CRJ7 ,0,-1080,100
ASH6167-1746681688-airline-1120p,Charleston Intl/AFB,2025-05-10T11:29:00Z,2025-05-10T11:09:27Z,ASH,Arrived / Gate Arrival,E75L ,-180,-1080,443
GJS4178-1746682686-airline-1204p,Frederick Douglass/Greater Rochester Intl,2025-05-10T11:05:00Z,2025-05-10T11:08:30Z,GJS,Arrived / Gate Arrival,CRJ7 ,-420,-1140,289
RPA3679-1746682373-airline-637p,Pittsburgh Intl,2025-05-10T11:06:00Z,2025-05-10T11:07:48Z,RPA,Arrived / Gate Arrival,E75L ,-120,-600,182
RPA3508-1746690406-airline-2996p,Portland Intl Jetport,2025-05-10T11:03:00Z,2025-05-10T11:06:52Z,RPA,Arrived / Gate Arrival,E75L ,-180,-780,493
ASH6091-1746682373-airline-611p,Indianapolis Intl,2025-05-10T11:20:00Z,2025-05-10T11:06:32Z,ASH,Arrived / Gate Arrival,E75L ,0,-360,475
ASH6145-1746683686-airline-4190p,Rhode Island T. F. Green International Airport,2025-05-10T11:09:00Z,2025-05-10T11:05:15Z,ASH,Arrived / Gate Arrival,E75L ,-120,-1080,371
UCA4311-1746681688-airline-1290p,McGhee Tyson,2025-05-10T11:14:00Z,2025-05-10T11:04:42Z,UCA,Arrived / Gate Arrival,E145 ,-660,-1380,419
UCA4251-1746679681-airline-211p,Piedmont Triad Intl,2025-05-10T11:00:00Z,2025-05-10T11:03:44Z,UCA,Arrived / Gate Arrival,E145 ,-480,-1320,239
RPA3650-1746681658-airline-786p,Charlotte/Douglas Intl,2025-05-10T11:07:00Z,2025-05-10T11:03:22Z,RPA,Arrived / Gate Arrival,E170 ,-540,-720,322
GJS4575-1746682686-airline-1190p,Philadelphia Intl,2025-05-10T11:00:00Z,2025-05-10T11:02:12Z,GJS,Arrived / Gate Arrival,CRJ7 ,-360,-780,135
UAL2282-1746602147-airline-1108p,Los Angeles Intl,2025-05-10T11:08:00Z,2025-05-10T11:01:06Z,UAL,Arrived / Gate Arrival,B39M ,-420,-120,2285
UCA4308-1746683686-airline-4066p,Patrick Leahy Burlington Intl,2025-05-10T10:54:00Z,2025-05-10T11:00:22Z,UCA,Arrived / Gate Arrival,E145 ,-240,-360,442
UAL2454-1746681328-fa-730p,Hartsfield-Jackson Intl,2025-05-10T11:15:00Z,2025-05-10T10:59:00Z,UAL,Arrived / Gate Arrival,A320 ,-300,-840,534
UCA4244-1746682373-airline-871p,Harrisburg Intl,2025-05-10T10:59:30Z,2025-05-10T10:57:36Z,UCA,Arrived / Gate Arrival,E145 ,-180,-240,94
SKW5041-1746688640-airline-975p,Johnstown-Cambria Co,2025-05-10T10:47:00Z,2025-05-10T10:57:00Z,SKW,Arrived / Gate Arrival,CRJ2 ,-600,-600,120
RPA3645-1746683686-airline-4067p,Buffalo Niagara Intl,2025-05-10T10:54:00Z,2025-05-10T10:55:16Z,RPA,Arrived / Gate Arrival,E75L ,-240,-1020,284
UAL1257-1746617451-fa-1212p,Raleigh-Durham Intl,2025-05-10T11:04:00Z,2025-05-10T10:55:00Z,UAL,Arrived / Gate Arrival,B739 ,-300,-720,224
UCA4359-1746690439-airline-2000p,State College Regional Airport,2025-05-10T10:54:00Z,2025-05-10T10:53:35Z,UCA,Arrived / Gate Arrival,E145 ,-540,-1080,133
UCA4875-1746688640-airline-873p,Scranton Intl,2025-05-10T10:42:00Z,2025-05-10T10:51:02Z,UCA,Arrived / Gate Arrival,E145 ,-600,-1380,189
UAL1706-1746619105-fa-299p,Cleveland-Hopkins Intl,2025-05-10T11:06:00Z,2025-05-10T10:51:00Z,UAL,Arrived / Gate Arrival,B738 ,-480,-960,288
UAL1734-1746617445-fa-1066p,Boston Logan Intl,2025-05-10T11:01:00Z,2025-05-10T10:48:00Z,UAL,Arrived / Gate Arrival,B739 ,-360,-840,413
UAL2023-1746594917-fa-3745p,Cape Town Int'l,2025-05-10T10:18:00Z,2025-05-10T10:44:14Z,UAL,Arrived / Delayed,B789 ,1920,3540,7940
UAL1366-1746653435-fa-3380p,Newark Liberty Intl,2025-05-10T10:56:00Z,2025-05-10T10:42:00Z,UAL,Arrived / Gate Arrival,B739 ,-360,-1500,212
FFT4278-1746598278-airline-1774p,Harry Reid Intl,2025-05-10T10:27:00Z,2025-05-10T10:37:00Z,FFT,Arrived / Gate Arrival,A321 ,420,780,2179
FDY124-1746681023-airline-1300p,Dubois Rgnl,2025-05-10T10:37:00Z,2025-05-10T10:32:43Z,FDY,Arrived / Gate Arrival,C208 ,0,-1324,198
FDX1434-1746783410-sw-1331p,Memphis Intl,2025-05-10T10:21:00Z,2025-05-10T10:29:31Z,FDX,Arrived,B763 ,900,511,742
UCA4342-1746682373-airline-885p,Charlottesville-Albemarle,2025-05-10T10:47:20Z,2025-05-10T10:28:43Z,UCA,Arrived / Gate Arrival,E145 ,-780,-1680,77
UAL860-1746596708-airline-1184p,São Paulo-Guarulhos Int'l,2025-05-10T10:04:00Z,2025-05-10T10:24:00Z,UAL,Arrived / Gate Arrival,B764 ,840,120,4758
UAL483-1746604936-airline-1505p,Phoenix Sky Harbor Intl,2025-05-10T10:39:00Z,2025-05-10T10:21:00Z,UAL,Arrived / Gate Arrival,B38M ,-540,-1260,1954
UAL613-1746604825-airline-1256p,Murtala Mohammed Int'l,2025-05-10T10:16:00Z,2025-05-10T10:17:34Z,UAL,Arrived / Gate Arrival,B788 ,-120,-1500,5444
UAL655-1746604825-airline-1432p,Harry Reid Intl,2025-05-10T09:59:00Z,2025-05-10T10:09:22Z,UAL,Arrived / Gate Arrival,B753 ,0,180,2063
UAL2129-1746597965-airline-1429p,San Diego Intl,2025-05-10T09:18:00Z,2025-05-10T09:41:00Z,UAL,Arrived / Gate Arrival,B739 ,420,1080,2250
DAL541-1746598238-airline-1609p,Seattle-Tacoma Intl,2025-05-10T09:24:00Z,2025-05-10T09:39:00Z,DAL,Arrived / Gate Arrival,BCS3 ,-120,-360,2302
GTX323-1746855008-sw-171p,Republic,2025-05-10T08:26:00Z,2025-05-10T09:34:22Z,GTX,Arrived,BE36 ,5459,4102,311
ASA455-1746596510-airline-452p,San Francisco Int'l,2025-05-10T09:30:00Z,2025-05-10T09:32:06Z,ASA,Arrived / Gate Arrival,B739 ,-300,0,2415
UAL997-1746597118-airline-296p,Kotoka Int'l,2025-05-10T09:22:00Z,2025-05-10T09:26:00Z,UAL,Arrived / Gate Arrival,B788 ,120,-960,5299
UAL2110-1746597965-airline-1404p,San Francisco Int'l,2025-05-10T09:09:00Z,2025-05-10T09:07:00Z,UAL,Arrived / Gate Arrival,B39M ,-300,-720,2415
AVA148-1746595817-airline-1268p,El Dorado Int'l,2025-05-10T09:12:00Z,2025-05-10T09:03:35Z,AVA,Arrived / Gate Arrival,A20N ,-120,-1560,2378
UAL1631-1746594143-airline-1237p,Los Angeles Intl,2025-05-10T09:01:00Z,2025-05-10T09:00:55Z,UAL,Arrived / Gate Arrival,B39M ,300,0,2285
UAL1924-1746604874-airline-2303p,Denver Intl,2025-05-10T09:24:00Z,2025-05-10T08:59:01Z,UAL,Arrived / Gate Arrival,B739 ,-360,-840,1450
MSR981-1746653028-schedule-708p,Cairo Int'l,2025-05-10T08:41:00Z,2025-05-10T08:48:14Z,MSR,Arrived / Gate Arrival,B789 ,-1097,-785,5836
TAI580-1746841485-fa-1042p,El Salvador Int'l,2025-05-10T07:50:13Z,2025-05-10T08:16:32Z,TAI,Arrived / Gate Arrival,A20N ,420,300,1986
GTX248-1746854123-sw-235p,Republic,2025-05-10T07:44:00Z,2025-05-10T07:51:22Z,GTX,Arrived,BE36 ,-374,442,304
CMP404-1746597736-airline-842p,Tocumen Int'l,2025-05-10T07:57:00Z,2025-05-10T07:46:27Z,CMP,Arrived / Gate Arrival,B738 ,-660,-1500,2070
LRC600-1746834884-fa-518p,El Salvador Int'l,2025-05-10T06:26:13Z,2025-05-10T07:16:37Z,LRC,Arrived / Delayed,A20N ,1740,2100,2227
SKQ74-1746835172-sw-1526p,Burlington/Alamance Rgnl,2025-05-10T05:51:00Z,2025-05-10T06:03:58Z,SKQ,Arrived,PC12 ,558,778,232
SKW4129-1746596681-airline-141p,Minneapolis/St Paul Intl,2025-05-10T03:03:00Z,2025-05-10T05:49:20Z,SKW,Arrived / Delayed,E75L ,8880,8340,907
UAL776-1746605120-airline-302p,San Francisco Int'l,2025-05-10T04:55:00Z,2025-05-10T05:24:11Z,UAL,Arrived / Gate Arrival,B739 ,-480,1440,2415
N817SD-1746834450-sw-1331p,Harry Reid Intl,2025-05-10T04:43:00Z,2025-05-10T05:18:55Z,,Arrived,H25B ,2679,2155,2063
UAL3749-1746595357-fa-811p,Jacksonville Intl,2025-05-10T03:19:00Z,2025-05-10T04:47:55Z,UAL,Arrived / Delayed,B39M ,4860,4140,632
N40ZA-1746777622-sw-301p,Nashville Intl,2025-05-10T04:31:00Z,2025-05-10T04:40:08Z,,Arrived,F900 ,0,548,542
UAL1573-1746586691-fa-7p,Los Angeles Intl,2025-05-10T04:41:00Z,2025-05-10T04:28:00Z,UAL,Arrived / Gate Arrival,B739 ,-420,-960,2285
UAL2247-1746602147-airline-1060p,Houston Bush Int'ctl,2025-05-10T03:50:00Z,2025-05-10T04:24:09Z,UAL,Arrived / Gate Arrival,B739 ,1980,1740,1190
ASA348-1746596450-airline-1076p,Seattle-Tacoma Intl,2025-05-10T04:00:00Z,2025-05-10T04:21:21Z,ASA,Arrived / Gate Arrival,B738 ,60,120,2302
JIA5549-1746593978-airline-780p,Charlotte/Douglas Intl,2025-05-10T03:40:00Z,2025-05-10T04:19:35Z,JIA,Arrived / Gate Arrival,CRJ9 ,540,1320,322
DAL2549-1746591539-fa-381p,Hartsfield-Jackson Intl,2025-05-10T04:09:00Z,2025-05-10T04:17:38Z,DAL,Arrived / Gate Arrival,BCS3 ,-240,-300,534
CMP448-1746597736-airline-877p,Tocumen Int'l,2025-05-10T04:07:00Z,2025-05-10T04:06:26Z,CMP,Arrived / Gate Arrival,B738 ,-60,-960,2070
UCA4351-1746599439-airline-1221p,Huntsville Intl,2025-05-10T00:48:00Z,2025-05-10T04:01:13Z,UCA,Arrived / Delayed,E145 ,11400,11340,595
UAL2634-1746592428-fa-677p,Hartsfield-Jackson Intl,2025-05-10T01:03:00Z,2025-05-10T03:55:13Z,UAL,Arrived / Delayed,B739 ,9480,9420,534
VOS4312-1746826737-fa-529p,El Salvador Int'l,2025-05-10T03:30:13Z,2025-05-10T03:49:25Z,VOS,Arrived,A20N ,1751,1152,2014
UAL276-1746602147-airline-1557p,Chicago O'Hare Intl,2025-05-10T03:47:00Z,2025-05-10T03:44:25Z,UAL,Arrived / Gate Arrival,A320 ,300,-600,588
UAL1992-1746578768-fa-1038p,Newark Liberty Intl,2025-05-09T20:04:00Z,2025-05-10T03:37:03Z,UAL,Arrived / Delayed,B739 ,26460,25860,212
UAL2408-1746590001-fa-1000p,Denver Intl,2025-05-10T03:11:00Z,2025-05-10T03:18:00Z,UAL,Arrived / Gate Arrival,B39M ,-120,840,1450
DAL847-1746591213-fa-602p,Salt Lake City Intl,2025-05-10T03:11:00Z,2025-05-10T03:16:22Z,DAL,Arrived / Gate Arrival,B739 ,-360,-420,1825
ERY546-1746760028-sw-868p,San Francisco Int'l,2025-05-10T02:17:00Z,2025-05-10T03:13:27Z,ERY,Arrived,CL30 ,3930,3387,2518
AAL1560-1746595024-airline-1708p,Dallas-Fort Worth Intl,2025-05-10T02:53:00Z,2025-05-10T03:11:32Z,AAL,Arrived / Gate Arrival,B738 ,1200,1320,1171
MXY6401-1746838602-sw-1602p,John Glenn Columbus Intl Airport,2025-05-10T01:55:00Z,2025-05-10T03:09:23Z,MXY,Arrived,BCS3 ,4426,4463,299
UAL1451-1746584936-fa-253p,Orlando Intl,2025-05-10T01:00:00Z,2025-05-10T03:01:25Z,UAL,Arrived / Delayed,B739 ,-300,6420,760
SKQ48-1746833347-sw-555p,Lehigh Valley Intl,2025-05-10T02:52:00Z,2025-05-10T03:01:14Z,SKQ,Arrived,PC12 ,-55,554,188
SKW3518-1746596231-airline-1587p,Detroit Metro Wayne Co,2025-05-10T02:30:00Z,2025-05-10T02:59:04Z,SKW,Arrived / Gate Arrival,E75L ,540,780,383
SWA2687-1746601453-airline-690p,Denver Intl,2025-05-10T02:28:00Z,2025-05-10T02:52:07Z,SWA,Arrived / Gate Arrival,B38M ,660,1080,1450
ASH6165-1746593788-airline-1800p,Savannah/Hilton Head Intl,2025-05-10T00:30:00Z,2025-05-10T02:48:53Z,ASH,Arrived / Delayed,E75L ,8520,7860,516
UCA4954-1746596836-airline-135p,Ithaca Tompkins Intl,2025-05-10T00:42:00Z,2025-05-10T02:38:26Z,UCA,Arrived / Delayed,E145 ,6360,5400,251
ASH6105-1746595817-airline-1352p,Indianapolis Intl,2025-05-10T01:41:00Z,2025-05-10T02:36:10Z,ASH,Arrived / Delayed,E75L ,5400,4860,475
GJS4190-1746597339-airline-1417p,Patrick Leahy Burlington Intl,2025-05-10T01:38:00Z,2025-05-10T02:32:18Z,GJS,Arrived / Delayed,CRJ7 ,4080,4680,442
UAL2214-1746602147-airline-1019p,Houston Bush Int'ctl,2025-05-10T02:05:00Z,2025-05-10T02:27:01Z,UAL,Arrived / Delayed,B38M ,900,1980,1190
UAL689-1746586012-fa-1139p,Raleigh-Durham Intl,2025-05-10T00:57:00Z,2025-05-10T02:21:00Z,UAL,Arrived / Delayed,A319 ,5100,4260,224
UAL2430-1746602147-airline-1293p,Newark Liberty Intl,2025-05-10T00:41:00Z,2025-05-10T02:19:00Z,UAL,Arrived / Delayed,B38M ,3840,4620,212
UAL1648-1746594143-airline-1256p,Queen Beatrix Int'l,2025-05-10T00:34:00Z,2025-05-10T02:17:00Z,UAL,Arrived / Delayed,B39M ,6240,5220,1885
UAL1240-1746571925-fa-1265p,Dallas-Fort Worth Intl,2025-05-10T01:09:00Z,2025-05-10T02:15:09Z,UAL,Arrived / Delayed,A320 ,4800,3240,1171
UAL1445-1746571481-fa-964p,Cyril E King,2025-05-10T00:31:00Z,2025-05-10T02:04:02Z,UAL,Arrived / Delayed,B38M ,5760,4680,1611
GJS4455-1746595479-airline-4717p,Ottawa Macdonald-Cartier Int'l,2025-05-10T01:03:00Z,2025-05-10T01:33:00Z,GJS,Arrived / Gate Arrival,CRJ7 ,2100,1500,450
ASH6169-1746604825-airline-1297p,LaGuardia,2025-05-10T01:05:00Z,2025-05-10T01:23:21Z,ASH,Arrived / Delayed,E75L ,0,2400,229
DAL1309-1746590988-fa-933p,Hartsfield-Jackson Intl,2025-05-10T01:12:00Z,2025-05-10T01:21:00Z,DAL,Arrived / Gate Arrival,A319 ,-60,-240,534
UAL1788-1746597965-airline-983p,Houston Bush Int'ctl,2025-05-10T00:19:00Z,2025-05-10T01:21:00Z,UAL,Arrived / Delayed,B38M ,3180,2280,1190
UAL1635-1746594143-airline-1242p,Los Angeles Intl,2025-05-10T01:07:00Z,2025-05-10T01:19:56Z,UAL,Arrived / Gate Arrival,B753 ,0,780,2285
UAL1672-1746594933-fa-611p,Norfolk Intl,2025-05-10T00:51:00Z,2025-05-10T01:19:52Z,UAL,Arrived / Gate Arrival,A319 ,1920,1260,158
UCA4326-1746597583-airline-1397p,Columbia Metro,2025-05-10T01:13:00Z,2025-05-10T01:17:36Z,UCA,Arrived / Gate Arrival,E145 ,1380,900,402
UAL2136-1746597965-airline-1440p,Boston Logan Intl,2025-05-10T01:00:00Z,2025-05-10T01:17:00Z,UAL,Arrived / Gate Arrival,B738 ,1620,1800,413
UCA4235-1746597339-airline-1436p,Albany Intl,2025-05-10T00:41:00Z,2025-05-10T01:16:06Z,UCA,Arrived / Gate Arrival,E145 ,1020,960,325
RPA3466-1746595448-airline-2817p,Toronto Pearson Int'l,2025-05-10T01:10:00Z,2025-05-10T01:14:32Z,RPA,Arrived / Gate Arrival,E75L ,-180,-300,346
UAL798-1746590034-fa-1231p,Denver Intl,2025-05-10T01:21:00Z,2025-05-10T01:13:11Z,UAL,Arrived / Gate Arrival,B772 ,-300,-360,1450
UAL2071-1746597965-airline-1350p,Bradley Intl,2025-05-10T01:11:00Z,2025-05-10T01:12:00Z,UAL,Arrived / Gate Arrival,B737 ,-60,60,325
N450MB-1746829794-sw-296p,Teterboro,2025-05-10T00:11:00Z,2025-05-10T01:11:05Z,,Arrived,GLF4 ,0,3605,223
UAL1686-1746597965-airline-852p,Phoenix Sky Harbor Intl,2025-05-10T01:17:00Z,2025-05-10T01:10:09Z,UAL,Arrived / Gate Arrival,B39M ,-420,-600,1954
UCA4938-1746596836-airline-118p,State College Regional Airport,2025-05-09T19:47:00Z,2025-05-10T01:09:40Z,UCA,Arrived / Delayed,E145 ,18900,18420,133
JZA8725-1746595161-airline-569p,Montreal-Trudeau,2025-05-10T00:36:00Z,2025-05-10T01:07:43Z,JZA,Arrived / Gate Arrival,E75S ,-60,300,489
UAL1385-1746594143-airline-939p,San Francisco Int'l,2025-05-10T00:58:00Z,2025-05-10T01:07:00Z,UAL,Arrived / Gate Arrival,B772 ,240,-120,2415
EJA354-1746785462-sw-108p,Cleveland-Hopkins Intl,2025-05-10T02:24:00Z,2025-05-10T01:05:41Z,EJA,Arrived,E55P ,-5400,-4699,288
TAP233-1746604653-airline-674p,General Humberto Delgado Airport,2025-05-10T00:30:00Z,2025-05-10T01:05:36Z,TAP,Arrived / Gate Arrival,A21N ,2580,1450,3587
UAL495-1746596836-airline-131p,Nashville Intl,2025-05-10T00:59:00Z,2025-05-10T01:03:55Z,UAL,Arrived / Gate Arrival,A320 ,120,-120,542
RPA3531-1746595817-airline-1333p,Buffalo Niagara Intl,2025-05-10T01:05:00Z,2025-05-10T01:02:35Z,RPA,Arrived / Gate Arrival,E75L ,-360,-300,284
GJS4428-1746594418-airline-1108p,Cincinnati/Northern Kentucky International Airport,2025-05-10T00:58:00Z,2025-05-10T01:02:26Z,GJS,Arrived / Gate Arrival,CRJ7 ,-540,-540,387
ASH6043-1746595448-airline-2793p,Charleston Intl/AFB,2025-05-10T01:05:00Z,2025-05-10T01:00:45Z,ASH,Arrived / Gate Arrival,E75L ,60,-900,443
UAL1993-1746573631-fa-166p,Austin-Bergstrom Intl,2025-05-10T01:09:00Z,2025-05-10T01:00:00Z,UAL,Arrived / Gate Arrival,B737 ,0,-840,1296
EJA853-1746768636-sw-883p,Boston Logan Intl,2025-05-10T00:54:00Z,2025-05-10T00:59:02Z,EJA,Arrived,C700 ,-2400,302,413
UAL2382-1746586951-fa-2785p,Harry Reid Intl,2025-05-10T00:44:00Z,2025-05-10T00:58:00Z,UAL,Arrived / Gate Arrival,B739 ,-240,960,2063
ASH6074-1746594418-airline-1104p,Cleveland-Hopkins Intl,2025-05-10T01:04:00Z,2025-05-10T00:57:09Z,ASH,Arrived / Gate Arrival,E75L ,-480,-900,288
UCA4314-1746597705-airline-2324p,Rhode Island T. F. Green International Airport,2025-05-10T01:11:00Z,2025-05-10T00:56:52Z,UCA,Arrived / Gate Arrival,E145 ,-300,-840,371
ASH6362-1746596705-airline-208p,Detroit Metro Wayne Co,2025-05-10T00:52:00Z,2025-05-10T00:55:11Z,ASH,Arrived / Gate Arrival,E75L ,-300,-540,383
UAL1797-1746597965-airline-998p,Fort Lauderdale Intl,2025-05-10T00:45:00Z,2025-05-10T00:55:08Z,UAL,Arrived / Gate Arrival,B738 ,-180,240,904
RPA3546-1746594418-airline-1107p,John Glenn Columbus Intl Airport,2025-05-10T00:47:00Z,2025-05-10T00:53:35Z,RPA,Arrived / Gate Arrival,E75L ,-120,480,299
UCA4874-1746595817-airline-1371p,Frederick Douglass/Greater Rochester Intl,2025-05-10T00:58:00Z,2025-05-10T00:53:25Z,UCA,Arrived / Gate Arrival,E145 ,-540,-240,289
UCA4249-1746593788-airline-1807p,James M Cox Dayton Intl,2025-05-10T00:44:00Z,2025-05-10T00:51:52Z,UCA,Arrived / Gate Arrival,E145 ,-660,-600,367
GJS4422-1746597583-airline-1423p,Richmond Intl,2025-05-10T00:37:00Z,2025-05-10T00:51:43Z,GJS,Arrived / Gate Arrival,CRJ7 ,420,-360,100
UAL755-1746604419-airline-461p,San Diego Intl,2025-05-10T00:39:00Z,2025-05-10T00:49:55Z,UAL,Arrived / Gate Arrival,B39M ,120,660,2250
VXP481-1746601040-airline-1339p,Tweed/New Haven,2025-05-10T00:56:00Z,2025-05-10T00:49:54Z,VXP,Arrived / Gate Arrival,B737 ,-960,-120,290
JTL605-1746798750-sw-167p,Easterwood Fld,2025-05-10T01:25:00Z,2025-05-10T00:48:24Z,JTL,Arrived,CL60 ,-2456,-2196,1216
ASH6297-1746597705-airline-2373p,New Orleans Intl,2025-05-10T01:05:00Z,2025-05-10T00:48:00Z,ASH,Arrived / Gate Arrival,E75L ,0,-300,955
FDY394-1746593533-airline-362p,Bradford Rgnl,2025-05-10T00:43:00Z,2025-05-10T00:46:48Z,FDY,Arrived / Gate Arrival,C208 ,0,-709,232
UAL444-1746599439-airline-1308p,Chicago O'Hare Intl,2025-05-10T00:33:00Z,2025-05-10T00:46:00Z,UAL,Arrived / Gate Arrival,B39M ,180,-360,588
UCA4853-1746596836-airline-56p,Syracuse Hancock Intl,2025-05-10T00:43:00Z,2025-05-10T00:42:45Z,UCA,Arrived / Gate Arrival,E145 ,-360,-1980,297
ASH6096-1746601581-airline-552p,San Antonio Intl,2025-05-10T01:04:00Z,2025-05-10T00:39:55Z,ASH,Arrived / Gate Arrival,E75L ,-300,-1200,1362
RPA3658-1746594418-airline-1106p,Charlotte/Douglas Intl,2025-05-10T00:37:00Z,2025-05-10T00:39:08Z,RPA,Arrived / Gate Arrival,E170 ,-660,-1500,322
UCA4827-1746595448-airline-2855p,Roanoke Rgnl,2025-05-10T00:31:00Z,2025-05-10T00:36:24Z,UCA,Arrived / Gate Arrival,E145 ,180,-180,177
UAL2207-1746602147-airline-1009p,Pittsburgh Intl,2025-05-10T00:42:00Z,2025-05-10T00:33:00Z,UAL,Arrived / Gate Arrival,A319 ,-300,-1080,182
UAL1370-1746594143-airline-918p,Tampa Intl,2025-05-10T00:35:00Z,2025-05-10T00:29:37Z,UAL,Arrived / Gate Arrival,B752 ,-60,-660,813
RPA3615-1746597339-airline-1245p,Portland Intl Jetport,2025-05-10T00:18:00Z,2025-05-10T00:24:35Z,RPA,Arrived / Gate Arrival,E75L ,-360,-1380,493
UAL1133-1746603501-airline-821p,Cancun Int'l,2025-05-10T00:39:00Z,2025-05-10T00:24:00Z,UAL,Arrived / Gate Arrival,B739 ,-180,-180,1359
RPA3582-1746593788-airline-1854p,Jacksonville Intl,2025-05-10T00:21:00Z,2025-05-10T00:23:05Z,RPA,Arrived / Gate Arrival,E170 ,-480,-780,632
UCA4829-1746596836-airline-38p,Manchester Boston Rgnl,2025-05-09T23:42:00Z,2025-05-10T00:22:26Z,UCA,Arrived / Gate Arrival,E145 ,1560,420,418
UAL2275-1746582545-fa-1847p,Seattle-Tacoma Intl,2025-05-10T00:43:00Z,2025-05-10T00:21:05Z,UAL,Arrived / Gate Arrival,B739 ,-600,-2160,2302
UAL653-1746581330-fa-878p,Sangster Int'l,2025-05-10T00:17:00Z,2025-05-10T00:20:00Z,UAL,Arrived / Gate Arrival,B38M ,540,-720,1414
UCA4940-1746596836-airline-122p,Charlottesville-Albemarle,2025-05-10T00:39:20Z,2025-05-10T00:17:20Z,UCA,Arrived / Gate Arrival,E145 ,-720,-1680,77
EJA807-1746790515-sw-271p,Lehigh Valley Intl,2025-05-10T00:27:00Z,2025-05-10T00:15:02Z,EJA,Arrived,C700 ,-1800,-718,192
UAL925-1746594170-airline-1017p,London Heathrow,2025-05-09T23:31:00Z,2025-05-10T00:12:36Z,UAL,Arrived / Gate Arrival,B772 ,1080,1500,3671
UCA4284-1746595817-airline-1346p,Piedmont Triad Intl,2025-05-10T00:39:00Z,2025-05-10T00:11:20Z,UCA,Arrived / Gate Arrival,E145 ,-660,-1380,239
BAW293-1746597115-airline-1616p,London Heathrow,2025-05-09T23:47:00Z,2025-05-10T00:10:17Z,BAW,Arrived / Gate Arrival,A388 ,60,720,3791
UAL1463-1746594143-airline-1031p,Punta Cana Int'l,2025-05-10T00:08:00Z,2025-05-10T00:07:46Z,UAL,Arrived / Gate Arrival,B739 ,-300,-1020,1512
SAS925-1746603988-airline-1413p,Copenhagen,2025-05-09T23:50:00Z,2025-05-09T23:59:04Z,SAS,Arrived / Gate Arrival,A359 ,-120,420,4149
UAL1820-1746583376-fa-570p,Providenciales Int'l,2025-05-10T00:22:00Z,2025-05-09T23:54:34Z,UAL,Arrived / Gate Arrival,B739 ,-480,-1980,1227
EDV5172-1746594484-airline-2591p,John F Kennedy Intl,2025-05-09T22:51:00Z,2025-05-09T23:44:00Z,EDV,Arrived / Gate Arrival,CRJ9 ,1500,660,228
UAL127-1746594142-airline-990p,Leonardo da Vinci Int'l (Fiumicino Int'l),2025-05-09T23:05:00Z,2025-05-09T23:40:51Z,UAL,Arrived / Gate Arrival,B764 ,2400,1140,4499
UAL933-1746560888-fa-795p,Frankfurt Int'l,2025-05-09T23:39:00Z,2025-05-09T23:38:19Z,UAL,Arrived / Gate Arrival,B772 ,-120,-360,4074
JIA5317-1746595196-airline-1603p,Charlotte/Douglas Intl,2025-05-09T23:12:00Z,2025-05-09T23:36:02Z,JIA,Arrived / Gate Arrival,CRJ9 ,1080,540,322
THY7-1746604340-airline-1244p,Istanbul Airport,2025-05-09T23:16:00Z,2025-05-09T23:32:12Z,THY,Arrived / Gate Arrival,B77W ,0,-231,5368
AFR52-1746595759-airline-278p,Charles de Gaulle/Roissy,2025-05-09T22:29:00Z,2025-05-09T23:27:00Z,AFR,Arrived / Delayed,A359 ,2040,2220,3910
ICE645-1746599110-airline-427p,Keflavik Int'l,2025-05-09T23:11:00Z,2025-05-09T23:25:06Z,ICE,Arrived / Gate Arrival,B39M ,720,540,2796
UAL2650-1746602147-airline-1475p,San Francisco Int'l,2025-05-09T23:13:00Z,2025-05-09T23:24:00Z,UAL,Arrived / Gate Arrival,B39M ,-360,-300,2415
DLH414-1746601418-airline-2172p,Munich Int'l,2025-05-09T23:15:00Z,2025-05-09T23:21:43Z,DLH,Arrived / Gate Arrival,A388 ,240,0,4356
RAM218W-1746772710-ed-120p,Mohammed V Int'l,2025-05-09T23:06:04Z,2025-05-09T23:17:13Z,RAM,Arrived,B789 ,-217,669,3893
